"ItemId","ItemName","ConceptString","Glam","ClassifierId"
"34","Baton","(short)(stick)   (for)(directing)(music)  (as)(symbol)(power) 
","National Gallery (US) - Name List","99999"
"35","Batten","(long)(flat)(strip)(wood or metal)(for)(fastening)
","National Gallery (US) - Name List","99999"
"36","Bead","(small)(round)(with)(hole) 
","National Gallery (US) - Name List","99999"
"37","Beaker","(wide)(glass)(with)(pouring)(lip)
","National Gallery (US) - Name List","99999"
"38","Beam","(long)(squared)(wood or metal)(support)(roof or floor)
","National Gallery (US) - Name List","99999"
"39","Beamer","(bone)(implement)(for)(cutting or scraping)
","National Gallery (US) - Name List","99999"
"40","Bell","","National Gallery (US) - Name List","99999"
"41","Belt","","National Gallery (US) - Name List","99999"
"42","Biface","","National Gallery (US) - Name List","99999"
"43","Blade","","National Gallery (US) - Name List","99999"
"44","Blank","","National Gallery (US) - Name List","99999"
"45","Blank, Disk","","National Gallery (US) - Name List","99999"
"46","Blanket","","National Gallery (US) - Name List","99999"
"47","Blouse","","National Gallery (US) - Name List","99999"
"48","Blubber Hook Prong","","National Gallery (US) - Name List","99999"
"49","Blubber Scraper","","National Gallery (US) - Name List","99999"
"50","Bola","","National Gallery (US) - Name List","99999"
"51","Bola Weight","","National Gallery (US) - Name List","99999"
"52","Bone Artifact","","National Gallery (US) - Name List","99999"
"53","Bottle","","National Gallery (US) - Name List","99999"
"54","Bottle, Water Bow","","National Gallery (US) - Name List","99999"
"55","Bow","","National Gallery (US) - Name List","99999"
"56","Bowl","","National Gallery (US) - Name List","99999"
"57","Bowl, Effigy","","National Gallery (US) - Name List","99999"
"58","Bowl, Rattle","","National Gallery (US) - Name List","99999"
"59","Bowl, Seed","","National Gallery (US) - Name List","99999"
"60","Bowl, Sherd","","National Gallery (US) - Name List","99999"
"61","Box","","National Gallery (US) - Name List","99999"
"62","Bracelet","","National Gallery (US) - Name List","99999"
"63","Brush","","National Gallery (US) - Name List","99999"
"64","Buckle","","National Gallery (US) - Name List","99999"
"65","Building Material","","National Gallery (US) - Name List","99999"
"66","Bull Roarer","","National Gallery (US) - Name List","99999"
"67","Bundle","","National Gallery (US) - Name List","99999"
"68","Bundle, Cord","","National Gallery (US) - Name List","99999"
"69","Burin","","National Gallery (US) - Name List","99999"
"70","Button","","National Gallery (US) - Name List","99999"
"71","Cane","","National Gallery (US) - Name List","99999"
"72","Cane Cigarette","","National Gallery (US) - Name List","99999"
"73","Canteen","","National Gallery (US) - Name List","99999"
"74","Canteen, Effigy","","National Gallery (US) - Name List","99999"
"75","Cauldron","","National Gallery (US) - Name List","99999"
"76","Censer","","National Gallery (US) - Name List","99999"
"77","Censer, Effigy","","National Gallery (US) - Name List","99999"
"78","Chisel","","National Gallery (US) - Name List","99999"
"79","Chopper","","National Gallery (US) - Name List","99999"
"80","Cigarette","","National Gallery (US) - Name List","99999"
"81","Clasp","","National Gallery (US) - Name List","99999"
"82","Clay Artifact","","National Gallery (US) - Name List","99999"
"83","Cleaver","","National Gallery (US) - Name List","99999"
"84","Club","","National Gallery (US) - Name List","99999"
"85","Colander","","National Gallery (US) - Name List","99999"
"86","Comb","","National Gallery (US) - Name List","99999"
"87","Concretion","","National Gallery (US) - Name List","99999"
"88","Container","","National Gallery (US) - Name List","99999"
"89","Coprolite","","National Gallery (US) - Name List","99999"
"90","Cord","","National Gallery (US) - Name List","99999"
"91","Cord/Bead","","National Gallery (US) - Name List","99999"
"92","Cordage","","National Gallery (US) - Name List","99999"
"93","Core","","National Gallery (US) - Name List","99999"
"94","Core, Chopper","","National Gallery (US) - Name List","99999"
"95","Core, Hammerstone","","National Gallery (US) - Name List","99999"
"96","Core Fragment","","National Gallery (US) - Name List","99999"
"97","Core/Microblade","","National Gallery (US) - Name List","99999"
"98","Core Tool","","National Gallery (US) - Name List","99999"
"99","Corn Husk Knot","","National Gallery (US) - Name List","99999"
"100","Corn Leaf Knot","","National Gallery (US) - Name List","99999"
"101","Cover","","National Gallery (US) - Name List","99999"
"102","Cover, Pot","","National Gallery (US) - Name List","99999"
"103","Cradle","","National Gallery (US) - Name List","99999"
"104","Cradle Board","","National Gallery (US) - Name List","99999"
"105","Cradle Board Belt","","National Gallery (US) - Name List","99999"
"106","Cradle Board Frame","","National Gallery (US) - Name List","99999"
"107","Crystal","","National Gallery (US) - Name List","99999"
"108","Cup","","National Gallery (US) - Name List","99999"
"109","Cylinder","","National Gallery (US) - Name List","99999"
"110","Dart, Atlatl","","National Gallery (US) - Name List","99999"
"111","Debitage","","National Gallery (US) - Name List","99999"
"112","Die","","National Gallery (US) - Name List","99999"
"113","Digging Stick","","National Gallery (US) - Name List","99999"
"114","Dipper","","National Gallery (US) - Name List","99999"
"115","Dipper Handle","","National Gallery (US) - Name List","99999"
"116","Dipper Sherd","","National Gallery (US) - Name List","99999"
"117","Discoid","","National Gallery (US) - Name List","99999"
"118","Discoid/Hammerstone","","National Gallery (US) - Name List","99999"
"119","Dish","","National Gallery (US) - Name List","99999"
"120","Disk","","National Gallery (US) - Name List","99999"
"121","Drill","","National Gallery (US) - Name List","99999"
"122","Endblade","","National Gallery (US) - Name List","99999"
"123","Effigy, Animal","","National Gallery (US) - Name List","99999"
"124","Effigy, Bird","","National Gallery (US) - Name List","99999"
"125","Effigy Jar, Horned Lizard","","National Gallery (US) - Name List","99999"
"126","Faunal Material","","National Gallery (US) - Name List","99999"
"127","Fetish","","National Gallery (US) - Name List","99999"
"128","Figurine","","National Gallery (US) - Name List","99999"
"129","Fire Drill","","National Gallery (US) - Name List","99999"
"130","Fire Drill Shaft","","National Gallery (US) - Name List","99999"
"131","Flake","","National Gallery (US) - Name List","99999"
"132","Flake, Retouched","","National Gallery (US) - Name List","99999"
"133","Flake Tool","","National Gallery (US) - Name List","99999"
"134","Flake, Utilized","","National Gallery (US) - Name List","99999"
"135","Flake, Waste","","National Gallery (US) - Name List","99999"
"136","Flaker","","National Gallery (US) - Name List","99999"
"137","Flesher","","National Gallery (US) - Name List","99999"
"138","Float","","National Gallery (US) - Name List","99999"
"139","Floral Material","","National Gallery (US) - Name List","99999"
"140","Flute","","National Gallery (US) - Name List","99999"
"141","Gaming Piece","","National Gallery (US) - Name List","99999"
"142","Gouge","","National Gallery (US) - Name List","99999"
"143","Gourd","","National Gallery (US) - Name List","99999"
"144","Gourd Jar","","National Gallery (US) - Name List","99999"
"145","Graver","","National Gallery (US) - Name List","99999"
"146","Grinding Slab","","National Gallery (US) - Name List","99999"
"147","Guard, Wrist","","National Gallery (US) - Name List","99999"
"148","Hairpin","","National Gallery (US) - Name List","99999"
"149","Hammerstone","","National Gallery (US) - Name List","99999"
"150","Handle","","National Gallery (US) - Name List","99999"
"151","Harpoon Foreshaft","","National Gallery (US) - Name List","99999"
"152","Harpoon Head","","National Gallery (US) - Name List","99999"
"153","Harpoon Part","","National Gallery (US) - Name List","99999"
"154","Harpoon Point","","National Gallery (US) - Name List","99999"
"155","Heddle Stick","","National Gallery (US) - Name List","99999"
"156","Hoe","","National Gallery (US) - Name List","99999"
"157","Hook","","National Gallery (US) - Name List","99999"
"158","Hoop","","National Gallery (US) - Name List","99999"
"159","Human Remains","","National Gallery (US) - Name List","99999"
"160","Ivory Artifact","","National Gallery (US) - Name List","99999"
"161","Jar","","National Gallery (US) - Name List","99999"
"162","Jar Base","","National Gallery (US) - Name List","99999"
"163","Jar, Cord","","National Gallery (US) - Name List","99999"
"164","Jar, Effigy","","National Gallery (US) - Name List","99999"
"165","Jar, Gourd","","National Gallery (US) - Name List","99999"
"166","Jar, Sherd","","National Gallery (US) - Name List","99999"
"167","Jar, Seed","","National Gallery (US) - Name List","99999"
"168","Jar, Seed, Bird Effigy","","National Gallery (US) - Name List","99999"
"169","Kiaha","","National Gallery (US) - Name List","99999"
"170","Kiaha Helping-stick","","National Gallery (US) - Name List","99999"
"171","Kilt","","National Gallery (US) - Name List","99999"
"172","Knife","","National Gallery (US) - Name List","99999"
"173","Knife Handle","","National Gallery (US) - Name List","99999"
"174","Knife, Tabular","","National Gallery (US) - Name List","99999"
"175","Knot","","National Gallery (US) - Name List","99999"
"176","Labret","","National Gallery (US) - Name List","99999"
"177","Ladder","","National Gallery (US) - Name List","99999"
"178","Ladle","","National Gallery (US) - Name List","99999"
"179","Ladle Rattle Handle","","National Gallery (US) - Name List","99999"
"180","Ladle, Effigy","","National Gallery (US) - Name List","99999"
"181","Lamp","","National Gallery (US) - Name List","99999"
"182","Leather Artifact","","National Gallery (US) - Name List","99999"
"183","Leister","","National Gallery (US) - Name List","99999"
"184","Lid","","National Gallery (US) - Name List","99999"
"185","Lime Container","","National Gallery (US) - Name List","99999"
"186","Line Weight","","National Gallery (US) - Name List","99999"
"187","Lintel","","National Gallery (US) - Name List","99999"
"188","Loom Anchor","","National Gallery (US) - Name List","99999"
"189","Loop","","National Gallery (US) - Name List","99999"
"190","Mano","","National Gallery (US) - Name List","99999"
"191","Mat","","National Gallery (US) - Name List","99999"
"192","Mat Fragment","","National Gallery (US) - Name List","99999"
"193","Mat/Basketry Fragment","","National Gallery (US) - Name List","99999"
"194","Mat/Cord","","National Gallery (US) - Name List","99999"
"195","Mattock Blade   [like adze but blunter blade]","","National Gallery (US) - Name List","99999"
"196","Maul","","National Gallery (US) - Name List","99999"
"197","Medal","","National Gallery (US) - Name List","99999"
"198","Medicine Box","","National Gallery (US) - Name List","99999"
"199","Medicine Stone","","National Gallery (US) - Name List","99999"
"200","Metate","","National Gallery (US) - Name List","99999"
"201","Microblade","","National Gallery (US) - Name List","99999"
"202","Moccasin","","National Gallery (US) - Name List","99999"
"203","Mug","","National Gallery (US) - Name List","99999"
"204","Nail","","National Gallery (US) - Name List","99999"
"205","Necklace","","National Gallery (US) - Name List","99999"
"206","Necklace/Bracelet","","National Gallery (US) - Name List","99999"
"207","Needle","","National Gallery (US) - Name List","99999"
"208","Needle Case","","National Gallery (US) - Name List","99999"
"209","Net","","National Gallery (US) - Name List","99999"
"210","Net Float","","National Gallery (US) - Name List","99999"
"211","Net, Burden","","National Gallery (US) - Name List","99999"
"212","Ojos de Dios","","National Gallery (US) - Name List","99999"
"213","Pad","","National Gallery (US) - Name List","99999"
"214","Paddle","","National Gallery (US) - Name List","99999"
"215","Palette","","National Gallery (US) - Name List","99999"
"216","Patch","","National Gallery (US) - Name List","99999"
"217","Pebble","","National Gallery (US) - Name List","99999"
"218","Pebble Tool","","National Gallery (US) - Name List","99999"
"219","Peg","","National Gallery (US) - Name List","99999"
"220","Pendant","","National Gallery (US) - Name List","99999"
"221","Pestle","","National Gallery (US) - Name List","99999"
"222","Pick","","National Gallery (US) - Name List","99999"
"223","Pick, Ice","","National Gallery (US) - Name List","99999"
"224","Pigment","","National Gallery (US) - Name List","99999"
"225","Pipe","","National Gallery (US) - Name List","99999"
"226","Pitcher","","National Gallery (US) - Name List","99999"
"227","Pitcher, Effigy","","National Gallery (US) - Name List","99999"
"228","Plank","","National Gallery (US) - Name List","99999"
"229","Plaque","","National Gallery (US) - Name List","99999"
"230","Plate","","National Gallery (US) - Name List","99999"
"231","Plate, Jar Base","","National Gallery (US) - Name List","99999"
"232","Plate, Legged","","National Gallery (US) - Name List","99999"
"233","Plate, Tripod","","National Gallery (US) - Name List","99999"
"234","Point, Bird","","National Gallery (US) - Name List","99999"
"235","Poncho","","National Gallery (US) - Name List","99999"
"236","Pot, Bird","","National Gallery (US) - Name List","99999"
"237","Pot Rest","","National Gallery (US) - Name List","99999"
"238","Pot Ring","","National Gallery (US) - Name List","99999"
"239","Pouch and Contents","","National Gallery (US) - Name List","99999"
"240","Prayer Feather","","National Gallery (US) - Name List","99999"
"241","Prayer Plume","","National Gallery (US) - Name List","99999"
"242","Prayer Stick","","National Gallery (US) - Name List","99999"
"243","Preform","","National Gallery (US) - Name List","99999"
"244","Projectile Point","","National Gallery (US) - Name List","99999"
"245","Punch","","National Gallery (US) - Name List","99999"
"246","Quid","","National Gallery (US) - Name List","99999"
"247","Quiver","","National Gallery (US) - Name List","99999"
"248","Rabbit Stick","","National Gallery (US) - Name List","99999"
"249","Rasp","","National Gallery (US) - Name List","99999"
"250","Rattle","","National Gallery (US) - Name List","99999"
"251","Raw Material","","National Gallery (US) - Name List","99999"
"252","Ring","","National Gallery (US) - Name List","99999"
"253","Ring Vessel","","National Gallery (US) - Name List","99999"
"254","Robe","","National Gallery (US) - Name List","99999"
"255","Robe/Belt","","National Gallery (US) - Name List","99999"
"256","Robe/Textile Fragment","","National Gallery (US) - Name List","99999"
"257","Rod","","National Gallery (US) - Name List","99999"
"258","Rope","","National Gallery (US) - Name List","99999"
"259","Rope/Cord","","National Gallery (US) - Name List","99999"
"260","Rope/Cord/Yarn","","National Gallery (US) - Name List","99999"
"261","Sample","","National Gallery (US) - Name List","99999"
"262","Sandal","","National Gallery (US) - Name List","99999"
"263","Sandal Last","","National Gallery (US) - Name List","99999"
"264","Sandal/Cord","","National Gallery (US) - Name List","99999"
"265","Saucer","","National Gallery (US) - Name List","99999"
"266","Scalp Lock","","National Gallery (US) - Name List","99999"
"267","NPS Museum Handbook, Part II","(2000) E:13
","National Gallery (US) - Name List","99999"
"268","Scat","","National Gallery (US) - Name List","99999"
"269","Scoop","","National Gallery (US) - Name List","99999"
"270","Scoop, Effigy","","National Gallery (US) - Name List","99999"
"271","Scraper","","National Gallery (US) - Name List","99999"
"272","Scraper, End","","National Gallery (US) - Name List","99999"
"273","Scraper, Side","","National Gallery (US) - Name List","99999"
"274","Seed Beater","","National Gallery (US) - Name List","99999"
"275","Shaft","","National Gallery (US) - Name List","99999"
"276","Shaft Smoother","","National Gallery (US) - Name List","99999"
"277","Shawl","","National Gallery (US) - Name List","99999"
"278","Shell","","National Gallery (US) - Name List","99999"
"279","Sherd Artifact","","National Gallery (US) - Name List","99999"
"280","Sherd Disc","","National Gallery (US) - Name List","99999"
"281","Sherd","","National Gallery (US) - Name List","99999"
"282","Sherd, Worked","","National Gallery (US) - Name List","99999"
"283","Shirt","","National Gallery (US) - Name List","99999"
"284","Shovel Blade","","National Gallery (US) - Name List","99999"
"285","Sinew Twister","","National Gallery (US) - Name List","99999"
"286","Sinker","","National Gallery (US) - Name List","99999"
"287","Slab","","National Gallery (US) - Name List","99999"
"288","Sled Runner","","National Gallery (US) - Name List","99999"
"289","Sling","","National Gallery (US) - Name List","99999"
"290","Snare","","National Gallery (US) - Name List","99999"
"291","Snare Stick","","National Gallery (US) - Name List","99999"
"292","Snowshoe","","National Gallery (US) - Name List","99999"
"293","Sock","","National Gallery (US) - Name List","99999"
"294","Soil","","National Gallery (US) - Name List","99999"
"295","Spall","","National Gallery (US) - Name List","99999"
"296","Spear Point","","National Gallery (US) - Name List","99999"
"297","Spindle","","National Gallery (US) - Name List","99999"
"298","Spindle Stick","","National Gallery (US) - Name List","99999"
"299","Spindle Whorl","","National Gallery (US) - Name List","99999"
"300","Split Twig Figurine","","National Gallery (US) - Name List","99999"
"301","Spoon","","National Gallery (US) - Name List","99999"
"302","Stone Artifact","","National Gallery (US) - Name List","99999"
"303","Stone, Polishing","","National Gallery (US) - Name List","99999"
"304","Stopper","","National Gallery (US) - Name List","99999"
"305","Strainer","","National Gallery (US) - Name List","99999"
"306","Strip","","National Gallery (US) - Name List","99999"
"307","Tablita","","National Gallery (US) - Name List","99999"
"308","Textile","","National Gallery (US) - Name List","99999"
"309","Textile Artifact/Plaster Cast","","National Gallery (US) - Name List","99999"
"310","Thread","","National Gallery (US) - Name List","99999"
"311","Throwing Stick","","National Gallery (US) - Name List","99999"
"312","Tinkler","","National Gallery (US) - Name List","99999"
"313","Toggle","","National Gallery (US) - Name List","99999"
"314","Tooth Artifact","","National Gallery (US) - Name List","99999"
"315","Tooth Fragment","","National Gallery (US) - Name List","99999"
"316","Torch","","National Gallery (US) - Name List","99999"
"317","Tray","","National Gallery (US) - Name List","99999"
"318","Tube","","National Gallery (US) - Name List","99999"
"319","Tumbler","","National Gallery (US) - Name List","99999"
"320","Tump Strap","","National Gallery (US) - Name List","99999"
"321","Ulu Blade","","National Gallery (US) - Name List","99999"
"322","Ulu Handle","","National Gallery (US) - Name List","99999"
"323","Unidentified Artifact","","National Gallery (US) - Name List","99999"
"324","Vase","","National Gallery (US) - Name List","99999"
"325","Vegetal Artifact","","National Gallery (US) - Name List","99999"
"326","Vegetal Material","","National Gallery (US) - Name List","99999"
"327","Vessel","","National Gallery (US) - Name List","99999"
"328","Vessel, Effigy","","National Gallery (US) - Name List","99999"
"329","Weaving Stick","","National Gallery (US) - Name List","99999"
"330","Whetstone","","National Gallery (US) - Name List","99999"
"331","Whistle","","National Gallery (US) - Name List","99999"
"332","Wig/Cord","","National Gallery (US) - Name List","99999"
"333","Winged Object","","National Gallery (US) - Name List","99999"
"334","Wood Artifact","","National Gallery (US) - Name List","99999"
"335","Wristlet","","National Gallery (US) - Name List","99999"
"336","Yarn","","National Gallery (US) - Name List","99999"
"337","Yarn/Cord","","National Gallery (US) - Name List","99999"
"338","Yucca Knot","","National Gallery (US) - Name List","99999"
"339","Yucca Knot/Raw Material","","National Gallery (US) - Name List","99999"
