"TermId","TermType","TermLabel","TermSubProperty"
"http://webprotege.stanford.edu/RDVXvE0ycx3XYrHdCf20OLr",ObjectProperty,"Reincarnation (as)","http://webprotege.stanford.edu/R7P4E3dDLVp2lpvTTrfYGgM"
"http://webprotege.stanford.edu/RDnXx0VRhXeYAaGxxDbZjkx",ObjectProperty,"Wanting or Desiring","http://webprotege.stanford.edu/R7P4E3dDLVp2lpvTTrfYGgM"
"http://webprotege.stanford.edu/RH6MocQhqHUI4q5f9TBOFN",ObjectProperty,"Reproducing","http://webprotege.stanford.edu/R7P4E3dDLVp2lpvTTrfYGgM"
"http://webprotege.stanford.edu/RHWh37e4dB1uBCxhhtqDEI",ObjectProperty,"Cooperating with","http://webprotege.stanford.edu/R7P4E3dDLVp2lpvTTrfYGgM"
"http://webprotege.stanford.edu/RISELCxu1cN5waOSLDv8wf",ObjectProperty,"Perceiving or Detecting","http://webprotege.stanford.edu/R7P4E3dDLVp2lpvTTrfYGgM"
"http://webprotege.stanford.edu/RJeiOiLp87A9JEgazVnE1r",ObjectProperty,"Proceeding to afterlife","http://webprotege.stanford.edu/R7P4E3dDLVp2lpvTTrfYGgM"
"http://webprotege.stanford.edu/RJz95gBpFPt6oU3v4HvFQ7",ObjectProperty,"Transmitting waves or rays","http://webprotege.stanford.edu/R7P4E3dDLVp2lpvTTrfYGgM"
"http://webprotege.stanford.edu/RMmspg0ZKznwN6mZrYrFCM",ObjectProperty,"Hitting or Contacting","http://webprotege.stanford.edu/R7P4E3dDLVp2lpvTTrfYGgM"
"http://webprotege.stanford.edu/ROLKnXfeRVrSXUUU0etUzh",ObjectProperty,"Transmitting electric current","http://webprotege.stanford.edu/R7P4E3dDLVp2lpvTTrfYGgM"
"http://webprotege.stanford.edu/RRhkDF8tWKQ74W1m2KBZ15",ObjectProperty,"Breastfeeding young","http://webprotege.stanford.edu/R7P4E3dDLVp2lpvTTrfYGgM"
"http://webprotege.stanford.edu/RUHPJEKwaNAxDgOfgWZBVS",ObjectProperty,"Activating or Triggering","http://webprotege.stanford.edu/R7P4E3dDLVp2lpvTTrfYGgM"
"http://webprotege.stanford.edu/RYafeqP5KQyiTTdu5yi8P8",ObjectProperty,"Germinating","http://webprotege.stanford.edu/R7P4E3dDLVp2lpvTTrfYGgM"
"http://webprotege.stanford.edu/RsHQFtdfAZ4GlcCPRNn402",ObjectProperty,"Heterogenesis","http://webprotege.stanford.edu/R7P4E3dDLVp2lpvTTrfYGgM"
"http://webprotege.stanford.edu/RsLcsBOLRqrjZ6DD1dyD14",ObjectProperty,"Moving","http://webprotege.stanford.edu/R7P4E3dDLVp2lpvTTrfYGgM"
"http://webprotege.stanford.edu/Rsi4mCJJ0B4q8dy6tt8jEm",ObjectProperty,"Transmitting nuclear radiation","http://webprotege.stanford.edu/R7P4E3dDLVp2lpvTTrfYGgM"
"http://webprotege.stanford.edu/Rwbkz6L6w17sGCaCskTx1I",ObjectProperty,"Electromagnetic force [exerted]","http://webprotege.stanford.edu/R7P4E3dDLVp2lpvTTrfYGgM"
"http://webprotege.stanford.edu/Rxus7qWcqi7nX8IyRfeSEw",ObjectProperty,"Shedding a body part","http://webprotege.stanford.edu/R7P4E3dDLVp2lpvTTrfYGgM"
"http://webprotege.stanford.edu/RzOa95Qask3FYWrWe3wN4x",ObjectProperty,"Reproving or Punishing","http://webprotege.stanford.edu/R7P4E3dDLVp2lpvTTrfYGgM"
"http://webprotege.stanford.edu/R7d6dfCyGN5VS83CMNwz8nM",DatatypeProperty,"Intense or deep"
"http://webprotege.stanford.edu/R9L6hGsZnYCTdNvJu8odK40",DatatypeProperty,"Ethereal"
"http://webprotege.stanford.edu/R9qOXTdyBvWtP1zQoFIMYio",DatatypeProperty,"Painted"
"http://webprotege.stanford.edu/R9ynt85JORGFfhpLcmIcavG",DatatypeProperty,"Sleek"
"http://webprotege.stanford.edu/RCC1nFtRYePxBxiKW6GiStp",DatatypeProperty,"Beautiful"
"http://webprotege.stanford.edu/RCrEVcTqlQbsMAsbj5NzELc",DatatypeProperty,"Polished"
"http://webprotege.stanford.edu/RDKFQz92aOqhJircgXW9E4V",DatatypeProperty,"Decorated"
"http://webprotege.stanford.edu/RIRc1A10wWHPhR1ML7eVDd",DatatypeProperty,"Sublime"
"http://webprotege.stanford.edu/RTfzoVzXTwRjwkpI4GYoYX",DatatypeProperty,"Luminescence or brightness/ dull"
"http://webprotege.stanford.edu/R00rH52FbAjp1QcdsHBoZ2",Class,"Hornpipes","http://webprotege.stanford.edu/RDviOW1dbOeQa7jW20glAog"
"http://webprotege.stanford.edu/R092Wp5hVxrtJeBBU050w6",Class,"Norite","http://webprotege.stanford.edu/RB4KPq6ezB5egCXUBpf5NTH"
"http://webprotege.stanford.edu/R0GbkaIj6xgnjnOk3Gz99x",Class,"Tubular drums","http://webprotege.stanford.edu/RrYOOj83Yx3lLLpyH5F3yK"
"http://webprotege.stanford.edu/R0Ks2jf0WKeS4Z1CzFVaNT",Class,"Organometallic Compounds","http://webprotege.stanford.edu/R8o377ofQ5UHwZLwC9KpNCE"
"http://webprotege.stanford.edu/R0MTyB8BDzjnhrKFQpF7mw",Class,"Local areas","http://webprotege.stanford.edu/R8UhGJdcV4YEvH5FO3OUzVB"
"http://webprotege.stanford.edu/R0RGPrNWgrtvpSO3ux8gRn",Class,"Deinococcus-Thermus,","http://webprotege.stanford.edu/R99DsZlHpMlgAGgZkzNtZZB"
"http://webprotege.stanford.edu/R0bbctfLMlmCZpW3xN24lV",Class,"Albeluvisols","http://webprotege.stanford.edu/R9Lvd7SHEGtJqPvwOTPUQnt"
"http://webprotege.stanford.edu/R0gSDR0CY72p194hK5mkD5",Class,"Triangular","http://webprotege.stanford.edu/RCCPqzonUCEOdHCszMSSIs"
"http://webprotege.stanford.edu/R0iu1Q4MZNj1oF7gICQCLq",Class,"keyboard flutes","http://webprotege.stanford.edu/R7ICxIqfiIBa3X2zXaVJxZQ"
"http://webprotege.stanford.edu/R0kh46P2zcW7QepfK894Ex",Class,"Mudstone","http://webprotege.stanford.edu/R9VQ2HiGYsKfj0U9dop2sIe"
"http://webprotege.stanford.edu/R0qahodDKHu9yXsHGSdyHu",Class,"Question (Guiding)","http://webprotege.stanford.edu/REFkNowRh7kvZZQwV5Y5eL"
"http://webprotege.stanford.edu/R0s8XAY7C8cDNthW5Cxb65",Class,"Close reading of texts","http://webprotege.stanford.edu/RBpkUR5M4PUk86kI75YBsI"
"http://webprotege.stanford.edu/R0vPW3cRu9ICt2xC2mxlHC",Class,"Pitch","http://webprotege.stanford.edu/R9PVmfzzM24UXOJuhq215k2"
"http://webprotege.stanford.edu/R0weFQTNUQ2TE1dDzAqBvQ",Class,"glass","http://webprotege.stanford.edu/RMBonEYY4AMewgKL5sqfBy"
"http://webprotege.stanford.edu/R14mrT8MMBLm88CetVjfs0",Class,"Thoroughness","http://webprotege.stanford.edu/RCkJfH2u0wWefl4NDY97625"
"http://webprotege.stanford.edu/R158kPJ9wvnVHzqGlOytF7",Class,"Accumulation of less soluble salts","http://webprotege.stanford.edu/RB37n0oIuZ7YU1DoQ46iv3x"
"http://webprotege.stanford.edu/R16clTJGLBWXKQ4wQzFfFn",Class,"Mixed","http://webprotege.stanford.edu/R8YomJpkwNkiuipZZMFROpI"
"http://webprotege.stanford.edu/R18gktqyYF2wS0tpDYUmFM",Class,"Renewable (general)","http://webprotege.stanford.edu/RBqy2VkRl1SZgXWRQccZjA2"
"http://webprotege.stanford.edu/R19VX62tqRJYGTObMiuCtt",Class,"Gravitons","http://webprotege.stanford.edu/R7M8Dyt7KvrNyQwpu5haEuh"
"http://webprotege.stanford.edu/R1htuCvR79DmIvPQA8eL21",Class,"Visionary versus Fantastic","http://webprotege.stanford.edu/RJxNvkZVzdZKuTzM41wsIa"
"http://webprotege.stanford.edu/R1pRRPczH5YMZYZZ68IdaY",Class,"Haptophyta","http://webprotege.stanford.edu/R9FfQdzOS4PFFI0nIRl9bqg"
"http://webprotege.stanford.edu/R1riQgKczs34A6ItSPQ6PP",Class,"Phylite","http://webprotege.stanford.edu/RYzHpPx1o1Ww34x2EOkpLZ"
"http://webprotege.stanford.edu/R1vrlhT8IWa4gFWBNQul2B",Class,"Social role in general","http://webprotege.stanford.edu/RCflZShwTh8jxD97deAz08k"
"http://webprotege.stanford.edu/R1x8fvTamUQffzV0v08gHC",Class,"Nationalism","http://webprotege.stanford.edu/R7vtcOJw9DTUoe6Y7KTyT3O"
"http://webprotege.stanford.edu/R1zLrpIj4zivy4kWm7RnpH",Class,"Public good","http://webprotege.stanford.edu/RC9g0kufAyKY1vlVyIB1GTl"
"http://webprotege.stanford.edu/R20SwwIPg6tWf0tGfwBlSO",Class,"Tenericutes","http://webprotege.stanford.edu/R99DsZlHpMlgAGgZkzNtZZB"
"http://webprotege.stanford.edu/R21nZlyypMuQ2JauyS7sk6",Class,"Rebec","http://webprotege.stanford.edu/RB7IwS2mlmadL6AhPTk5mm5"
"http://webprotege.stanford.edu/R2BQFEhigBa5rnDzkyAJ82",Class,"Crisp","http://webprotege.stanford.edu/RDPj9TTC25XgrgIkBVXkE7q"
"http://webprotege.stanford.edu/R2LbYW1NzMSeuolZxRCgoo",Class,"Analysis","http://webprotege.stanford.edu/RDdWD7sqL3TAAiosleBjGvq"
"http://webprotege.stanford.edu/R2LvCnB5ph5f6vPDm0yJv7",Class,"Isomers","http://webprotege.stanford.edu/RDCAAWmQMo0CfZyrJlgE2oo"
"http://webprotege.stanford.edu/R2T5s8gAf9hR7rNdetIjkZ",Class,"zygomycota","http://webprotege.stanford.edu/RCwIBonNDzYa1eUJx5hoYpQ"
"http://webprotege.stanford.edu/R2W7OLP8hjs5ycTwqcv5kj",Class,"Furnishings,","http://webprotege.stanford.edu/RDnShUJ3stF3MkxwhMQqHef"
"http://webprotege.stanford.edu/R2bcue7OOsdGgHMKUkPDvw",Class,"Acrisols","http://webprotege.stanford.edu/R9Lvd7SHEGtJqPvwOTPUQnt"
"http://webprotege.stanford.edu/R2fkGPMC8OTLrKETPunpy8",Class,"Caucasian","http://webprotege.stanford.edu/RCVBvljAhxXF79fi8oDdrKQ"
"http://webprotege.stanford.edu/R2hvJQAU44NHcOqaQ2ndlw",Class,"Halogens (Fluorine, Chlorine, Bromine, Iodine, Astatine)","http://webprotege.stanford.edu/RIklJyvG3RaZUZpzG2ayV4"
"http://webprotege.stanford.edu/R2myqlCbfLQoxjQ8gL4qAk",Class,"video game consoles (various)","http://webprotege.stanford.edu/R7y60zZ1RAQoTQaJrIvJEee"
"http://webprotege.stanford.edu/R2o5H3dz22nMtMMvltta5M",Class,"Eating","http://webprotege.stanford.edu/RBl64jg89m4JmgrWJ2YFQ74"
"http://webprotege.stanford.edu/R32XgEimSei9a6ZYTVv6Iw",Class,"Temporary","http://webprotege.stanford.edu/R9k21t8cWNKYlQAoXJmAR5","http://webprotege.stanford.edu/RDnShUJ3stF3MkxwhMQqHef"
"http://webprotege.stanford.edu/R341JfndbBZNzMjEyhwm5I",Class,"Gulf","http://webprotege.stanford.edu/R8kW6kLcJsY7fRjirq5s2xU"
"http://webprotege.stanford.edu/R3AeI1slkmz5oZA7EFNaCE",Class,"Computer programs","http://webprotege.stanford.edu/RCBi2Zghl6fCinMfOpLawFs"
"http://webprotege.stanford.edu/R3Cw7Yhbd8DcOw3J366A9A",Class,"Political parties","http://webprotege.stanford.edu/R8MyqUMzqMMWYfAF1vzhFlL"
"http://webprotege.stanford.edu/R3I1DqzcBe8fTmx1Xbc81G",Class,"Annelida (segmented worms)","http://webprotege.stanford.edu/R9cbdOwIMeDg4lkXkhGMDqZ"
"http://webprotege.stanford.edu/R3IclzOghN2pdxZ4JUiB8S",Class,"Parallelogram","http://webprotege.stanford.edu/R8cdaGF1IdTrhnBaWBPDL7d"
"http://webprotege.stanford.edu/R3JfBR6YjIvtCOoFDI6XOb",Class,"Sex","http://webprotege.stanford.edu/RDoBGBzcU46Mql724FWV9Qs"
"http://webprotege.stanford.edu/R3ZYLb6WR6BdTGoSvVF96B",Class,"Rational","http://webprotege.stanford.edu/R9QIR4zpja2oWKF7Wd0mcLW"
"http://webprotege.stanford.edu/R3eZDh2luJSwNJv8GKk1Sn",Class,"adenosine","http://webprotege.stanford.edu/RCCJs1Pe5Q60JwOlxJu9K3G"
"http://webprotege.stanford.edu/R3pifEmywv6F9REzVHGCFd",Class,"Rhyodacite","http://webprotege.stanford.edu/RB4KPq6ezB5egCXUBpf5NTH"
"http://webprotege.stanford.edu/R3rH5ciBBUOL3d9dkpLiRC",Class,"swimming","http://webprotege.stanford.edu/RC21JFeYyn8J3y0ylVVjohY"
"http://webprotege.stanford.edu/R3tuHh5UxsZ1AZsHxWroi0",Class,"Protons","http://webprotege.stanford.edu/R8Ok1EScUhBAsSPjDbZA9fd"
"http://webprotege.stanford.edu/R3u34h8bmm2fWcOGzLm1XF",Class,"Sheng","http://webprotege.stanford.edu/R8jDCmnySZvUA6jD395YsdG"
"http://webprotege.stanford.edu/R44d2zxedJ7W4Elv5qVVqv",Class,"statue/monument","http://webprotege.stanford.edu/RBJhvUqYkf4Ywqy4BGVghYA"
"http://webprotege.stanford.edu/R4GO3ZvldgCiteO50CfXf9",Class,"Motivation","http://webprotege.stanford.edu/REFkNowRh7kvZZQwV5Y5eL"
"http://webprotege.stanford.edu/R4Jgqyx6TpaI3r2DhLMJ2Q",Class,"Agricultural workers","http://webprotege.stanford.edu/Rd0917nIcyQYjxJmN4eF83"
"http://webprotege.stanford.edu/R4Rt9xPsXx9D5rPqKWUuT8",Class,"Independent","http://webprotege.stanford.edu/RCzjoPbB47AGQdnK5ZrgLhF"
"http://webprotege.stanford.edu/R4a4q9WJslacMV63wCS6NI",Class,"Sovite","http://webprotege.stanford.edu/RB4KPq6ezB5egCXUBpf5NTH"
"http://webprotege.stanford.edu/R4aCz6SAI1QUHLOd8gpY2b",Class,"Alkaline","http://webprotege.stanford.edu/R7QfdoOEsmeIXh3BsWw47v"
"http://webprotege.stanford.edu/R4nNjeZhxlV6McSC4WiqZt",Class,"Fluvisols","http://webprotege.stanford.edu/RmfAjZTpKdmQ14TKmkwIYR"
"http://webprotege.stanford.edu/R4qdxLOsoot0geXg9C4uZX",Class,"inlet","http://webprotege.stanford.edu/R8kW6kLcJsY7fRjirq5s2xU"
"http://webprotege.stanford.edu/R4sO53qk52M0WFsVXK5uBI",Class,"Reproductive system","http://webprotege.stanford.edu/R8ZtVX6jQSZcrXAEVwWowLS"
"http://webprotege.stanford.edu/R4xcAbtOUqFaiTPXXziZVn",Class,"friction idiophones","http://webprotege.stanford.edu/RC0syxRMtgk9VOtFNa6KwK5"
"http://webprotege.stanford.edu/R50o6UQ9V1wOKl1IlvAOr1",Class,"Logic","http://webprotege.stanford.edu/R92MvhtWxrFUud8YNILQ1rQ"
"http://webprotege.stanford.edu/R5EO05MDG9ByTX63B8flUM",Class,"Voluntary versus Involuntary","http://webprotege.stanford.edu/RCzjoPbB47AGQdnK5ZrgLhF"
"http://webprotege.stanford.edu/R5EOvMpYaavykwxBxogtrj",Class,"Separation","http://webprotege.stanford.edu/RPX1HsIdqnTZ1fQAHOs7kk"
"http://webprotege.stanford.edu/R5UmYRKPtCSGCO4MPTY78z",Class,"Monsoon","http://webprotege.stanford.edu/RBVPiwKizEbOfiiOA2HVqcH"
"http://webprotege.stanford.edu/R5XpYkWyhNePgpRiPmi39a",Class,"Marchantiophyta (Liverworts)","http://webprotege.stanford.edu/RDjmsUlSNbse7X6iiwUqQQE"
"http://webprotege.stanford.edu/R5YOgYYf0ilbWA2xNQx132",Class,"No action specified","http://webprotege.stanford.edu/R7MvJSUVGLdH3wU9GG8DyGZ","http://webprotege.stanford.edu/R8RcdSetllBt92nx4nNwd3w"
"http://webprotege.stanford.edu/R5ylOerxaEMt11kSap8xsi",Class,"bath","http://webprotege.stanford.edu/R8Up1serkk83OgIcMKQRUBY"
"http://webprotege.stanford.edu/R5z3N46G740pMeK7J3pEHM",Class,"Chernozems","http://webprotege.stanford.edu/RTk84xxMhSRvDyATr5ejdv"
"http://webprotege.stanford.edu/R65Nz4PMxdXdgNARkkRFgb",Class,"Contentment","http://webprotege.stanford.edu/R9iNhsmB84cB53ch9UpcTcd"
"http://webprotege.stanford.edu/R6AV2b17a7IKTi6KvLH7o2",Class,"Sweet/sour","http://webprotege.stanford.edu/RiExNZPo2O8AaAo6XdffWg"
"http://webprotege.stanford.edu/R6DxNmwSkt3AYPEPCQD5Vj",Class,"Hip-hop","http://webprotege.stanford.edu/R8V9pHDUTUJOj8BPAw41loh"
"http://webprotege.stanford.edu/R6N0qoDW3U3FbNsnR1rEGt",Class,"Supernova remnants","http://webprotege.stanford.edu/R7us8ijRM6WYREn15N0Igln"
"http://webprotege.stanford.edu/R6SCJHA8hmZhmOoY0ZdfiR",Class,"Ghosts, apparitions","http://webprotege.stanford.edu/RCPYb2RIMcjAte4rCeG40Vv"
